id,profileId,voice,sourceType,lessonId,lessonTitle,sourceId,text,note,priority,localOutputPath,r2ObjectKey
vi3a-0428,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q012:answerText,truyá»n thá»‘ng,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-c86d06a481.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-c86d06a481.mp3
vi3a-0429,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q013:questionText,Which English word/phrase means 'Äƒn má»«ng'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b3b29da23c.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b3b29da23c.mp3
vi3a-0430,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q022:questionText,Which English word/phrase means 'dá»n nhÃ '?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-376857146a.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-376857146a.mp3
vi3a-0431,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q023:questionText,Which English word/phrase means 'há» hÃ ng'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-0fd7031ad6.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-0fd7031ad6.mp3
vi3a-0432,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q016:questionText,Which English word/phrase means 'hoa Ä‘Ã o'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-eda8ddd883.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-eda8ddd883.mp3
vi3a-0433,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q020:questionText,Which English word/phrase means 'lá»i chÃºc'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-44aa3ff286.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-44aa3ff286.mp3
vi3a-0434,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q021:questionText,Which English word/phrase means 'mÃ³n Äƒn Ä‘áº·c biá»‡t'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-aa25bb059f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-aa25bb059f.mp3
vi3a-0435,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q014:questionText,Which English word/phrase means 'phÃ¡o hoa'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-67a2805cb5.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-67a2805cb5.mp3
vi3a-0436,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q018:questionText,Which English word/phrase means 'sum há»p gia Ä‘Ã¬nh'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8b8d035cab.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8b8d035cab.mp3
vi3a-0437,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q015:questionText,Which English word/phrase means 'tiá»n lÃ¬ xÃ¬'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-be7e9039f5.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-be7e9039f5.mp3
vi3a-0438,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,16,Unit 6 - Our Tet Holiday: Vocabulary,eng6-b2-u06-vocabulary-our-tet-holiday-q024:questionText,Which English word/phrase means 'truyá»n thá»‘ng'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-34c104d70b.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-34c104d70b.mp3
vi3a-0439,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,17,Unit 6 - Our Tet Holiday: Grammar,eng6-b2-u06-grammar-our-tet-holiday-c07,"Em hÃ£y viáº¿t 2 cÃ¢u dÃ¹ng: should / shouldn't, some / any.",cardType:mini_check,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-0a7e69be47.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-0a7e69be47.mp3
vi3a-0440,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q014:explanationSimple,'báº£n tin' in English is 'news'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-52c4a5275f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-52c4a5275f.mp3
vi3a-0441,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q038:questionText,'cartoon' means 'lá»‹ch phÃ¡t sÃ³ng'.,questionType:true_false;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-9559c3b601.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-9559c3b601.mp3
vi3a-0442,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q038:explanationSimple,"'cartoon' means 'phim hoáº¡t hÃ¬nh', not 'lá»‹ch phÃ¡t sÃ³ng'.",questionType:true_false;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8bb3dabcb7.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8bb3dabcb7.mp3
vi3a-0443,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q001:explanationSimple,'cartoon' means 'phim hoáº¡t hÃ¬nh'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-f2cf13a836.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-f2cf13a836.mp3
vi3a-0444,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q005:explanationSimple,'channel' means 'kÃªnh'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-c61c9e3021.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-c61c9e3021.mp3
vi3a-0445,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q018:explanationSimple,'chÆ°Æ¡ng trÃ¬nh' in English is 'programme'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b1aea59834.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b1aea59834.mp3
vi3a-0446,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q009:explanationSimple,'comedian' means 'diá»…n viÃªn hÃ i'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-220f53429a.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-220f53429a.mp3
vi3a-0447,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q021:explanationSimple,'diá»…n viÃªn hÃ i' in English is 'comedian'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-ad3d6f7b31.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-ad3d6f7b31.mp3
vi3a-0448,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q007:explanationSimple,'documentary' means 'phim tÃ i liá»‡u'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4bb45bc501.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4bb45bc501.mp3
vi3a-0449,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q020:explanationSimple,'Ä‘iá»u khiá»ƒn tá»« xa' in English is 'remote control'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-2b5e26a335.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-2b5e26a335.mp3
vi3a-0450,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q010:explanationSimple,'educational' means 'mang tÃ­nh giÃ¡o dá»¥c'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-cbdeba6197.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-cbdeba6197.mp3
vi3a-0451,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q011:explanationSimple,'entertaining' means 'giáº£i trÃ­'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-5c2f0c0b66.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-5c2f0c0b66.mp3
vi3a-0452,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q003:explanationSimple,'game show' means 'trÃ² chÆ¡i truyá»n hÃ¬nh'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-75962ebf50.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-75962ebf50.mp3
vi3a-0453,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q023:explanationSimple,'giáº£i trÃ­' in English is 'entertaining'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-c7727809d3.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-c7727809d3.mp3
vi3a-0454,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q017:explanationSimple,'kÃªnh' in English is 'channel'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-1a0b0e24c4.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-1a0b0e24c4.mp3
vi3a-0455,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q024:explanationSimple,'lá»‹ch phÃ¡t sÃ³ng' in English is 'schedule'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8c1e7af9db.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8c1e7af9db.mp3
vi3a-0456,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q022:explanationSimple,'mang tÃ­nh giÃ¡o dá»¥c' in English is 'educational'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-c868c3e78b.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-c868c3e78b.mp3
vi3a-0457,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q039:explanationSimple,"'news' means 'báº£n tin', not 'giáº£i trÃ­'.",questionType:true_false;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-873a79c065.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-873a79c065.mp3
vi3a-0458,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q002:explanationSimple,'news' means 'báº£n tin'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-f5219c7a1a.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-f5219c7a1a.mp3
vi3a-0459,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q039:questionText,'news' means 'giáº£i trÃ­'.,questionType:true_false;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-fdcba207ad.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-fdcba207ad.mp3
vi3a-0460,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q016:explanationSimple,'ngÆ°á»i xem' in English is 'viewer'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-a9a6649963.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-a9a6649963.mp3
vi3a-0461,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q013:explanationSimple,'phim hoáº¡t hÃ¬nh' in English is 'cartoon'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-e116b67276.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-e116b67276.mp3
vi3a-0462,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q019:explanationSimple,'phim tÃ i liá»‡u' in English is 'documentary'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-d0702fb570.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-d0702fb570.mp3
vi3a-0463,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q006:explanationSimple,'programme' means 'chÆ°Æ¡ng trÃ¬nh'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-2611ecbb57.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-2611ecbb57.mp3
vi3a-0464,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q008:explanationSimple,'remote control' means 'Ä‘iá»u khiá»ƒn tá»« xa'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-7796608a5d.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-7796608a5d.mp3
vi3a-0465,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q012:explanationSimple,'schedule' means 'lá»‹ch phÃ¡t sÃ³ng'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-1a651bfd46.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-1a651bfd46.mp3
vi3a-0466,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q015:explanationSimple,'trÃ² chÆ¡i truyá»n hÃ¬nh' in English is 'game show'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-db1ca914c3.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-db1ca914c3.mp3
vi3a-0467,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q004:explanationSimple,'viewer' means 'ngÆ°á»i xem'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-996d51322f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-996d51322f.mp3
vi3a-0468,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q002:answerText,báº£n tin,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-7df6f38220.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-7df6f38220.mp3
vi3a-0469,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q006:answerText,chÆ°Æ¡ng trÃ¬nh,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4833701287.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4833701287.mp3
vi3a-0470,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q009:answerText,diá»…n viÃªn hÃ i,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-15e18d7362.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-15e18d7362.mp3
vi3a-0471,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q008:answerText,Ä‘iá»u khiá»ƒn tá»« xa,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-39772ae93f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-39772ae93f.mp3
vi3a-0472,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-c07,Em hÃ£y chá»n 3 tá»« trong Unit 7 vÃ  Ä‘áº·t cÃ¢u.,cardType:mini_check,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-9b26fc39c9.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-9b26fc39c9.mp3
vi3a-0473,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q011:answerText,giáº£i trÃ­,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-45da64a8df.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-45da64a8df.mp3
vi3a-0474,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q005:answerText,kÃªnh,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-920069a6cc.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-920069a6cc.mp3
vi3a-0475,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q012:answerText,lá»‹ch phÃ¡t sÃ³ng,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-72ee4a833d.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-72ee4a833d.mp3
vi3a-0476,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q010:answerText,mang tÃ­nh giÃ¡o dá»¥c,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-fd333edb3d.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-fd333edb3d.mp3
vi3a-0477,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q004:answerText,ngÆ°á»i xem,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-a2fe3334f3.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-a2fe3334f3.mp3
vi3a-0478,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q001:answerText,phim hoáº¡t hÃ¬nh,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4c671065e6.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4c671065e6.mp3
vi3a-0479,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q007:answerText,phim tÃ i liá»‡u,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-5352f44149.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-5352f44149.mp3
vi3a-0480,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q003:answerText,trÃ² chÆ¡i truyá»n hÃ¬nh,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-abea509a24.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-abea509a24.mp3
vi3a-0481,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q014:questionText,Which English word/phrase means 'báº£n tin'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-70edd3b3e0.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-70edd3b3e0.mp3
vi3a-0482,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q018:questionText,Which English word/phrase means 'chÆ°Æ¡ng trÃ¬nh'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b7249c1546.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b7249c1546.mp3
vi3a-0483,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,19,Unit 7 - Television: Vocabulary,eng6-b2-u07-vocabulary-television-q021:questionText,Which English word/phrase means 'diá»…n viÃªn hÃ i'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-58a2f42415.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-58a2f42415.mp3
