id,subject,grade,sourceType,sourceId,lessonId,title,text,profileId,voice,localOutputPath,r2ObjectKey,warning
eng6-full-00765,english,6,question,eng6-b2-u07-grammar-television-q005,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q005.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q005.mp3,
eng6-full-00766,english,6,question,eng6-b2-u07-grammar-television-q006,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q006.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q006.mp3,
eng6-full-00767,english,6,question,eng6-b2-u07-grammar-television-q007,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q007.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q007.mp3,
eng6-full-00768,english,6,question,eng6-b2-u07-grammar-television-q008,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q008.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q008.mp3,
eng6-full-00769,english,6,question,eng6-b2-u07-grammar-television-q009,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q009.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q009.mp3,
eng6-full-00770,english,6,question,eng6-b2-u07-grammar-television-q010,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q010.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q010.mp3,
eng6-full-00771,english,6,question,eng6-b2-u07-grammar-television-q011,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q011.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q011.mp3,
eng6-full-00772,english,6,question,eng6-b2-u07-grammar-television-q012,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q012.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q012.mp3,
eng6-full-00773,english,6,question,eng6-b2-u07-grammar-television-q013,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q013.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q013.mp3,
eng6-full-00774,english,6,question,eng6-b2-u07-grammar-television-q014,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q014.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q014.mp3,
eng6-full-00775,english,6,question,eng6-b2-u07-grammar-television-q015,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q015.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q015.mp3,
eng6-full-00776,english,6,question,eng6-b2-u07-grammar-television-q016,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q016.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q016.mp3,
eng6-full-00777,english,6,question,eng6-b2-u07-grammar-television-q017,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q017.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q017.mp3,
eng6-full-00778,english,6,question,eng6-b2-u07-grammar-television-q018,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q018.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q018.mp3,
eng6-full-00779,english,6,question,eng6-b2-u07-grammar-television-q019,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q019.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q019.mp3,
eng6-full-00780,english,6,question,eng6-b2-u07-grammar-television-q020,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q020.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q020.mp3,
eng6-full-00781,english,6,question,eng6-b2-u07-grammar-television-q021,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q021.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q021.mp3,
eng6-full-00782,english,6,question,eng6-b2-u07-grammar-television-q022,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q022.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q022.mp3,
eng6-full-00783,english,6,question,eng6-b2-u07-grammar-television-q023,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q023.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q023.mp3,
eng6-full-00784,english,6,question,eng6-b2-u07-grammar-television-q024,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q024.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q024.mp3,
eng6-full-00785,english,6,question,eng6-b2-u07-grammar-television-q025,20,Reorder the words: cartoons / I / like,Reorder the words: cartoons / I / like,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q025.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q025.mp3,
eng6-full-00786,english,6,question,eng6-b2-u07-grammar-television-q026,20,Reorder the words: funny / Because / it / is,Reorder the words: funny / Because / it / is,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q026.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q026.mp3,
eng6-full-00787,english,6,question,eng6-b2-u07-grammar-television-q027,20,Reorder the words: o'clock / is / It / at / on / seven,Reorder the words: o'clock / is / It / at / on / seven,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q027.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q027.mp3,
eng6-full-00788,english,6,question,eng6-b2-u07-grammar-television-q028,20,Grammar point 'wh-questions' is used in Unit 7.,Grammar point 'wh-questions' is used in Unit 7.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q028.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q028.mp3,
eng6-full-00789,english,6,question,eng6-b2-u07-grammar-television-q029,20,Grammar point 'conjunctions' is used in Unit 7.,Grammar point 'conjunctions' is used in Unit 7.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q029.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q029.mp3,
eng6-full-00790,english,6,question,eng6-b2-u07-grammar-television-q030,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q030.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q030.mp3,
eng6-full-00791,english,6,question,eng6-b2-u07-grammar-television-q031,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q031.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q031.mp3,
eng6-full-00792,english,6,question,eng6-b2-u07-grammar-television-q032,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q032.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q032.mp3,
eng6-full-00793,english,6,question,eng6-b2-u07-grammar-television-q033,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q033.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q033.mp3,
eng6-full-00794,english,6,question,eng6-b2-u07-grammar-television-q034,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q034.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q034.mp3,
eng6-full-00795,english,6,question,eng6-b2-u07-grammar-television-q035,20,I like cartoons ____ they are funny.,I like cartoons ____ they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q035.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q035.mp3,
eng6-full-00796,english,6,question,eng6-b2-u07-grammar-television-q036,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q036.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q036.mp3,
eng6-full-00797,english,6,question,eng6-b2-u07-grammar-television-q037,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q037.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q037.mp3,
eng6-full-00798,english,6,question,eng6-b2-u07-grammar-television-q038,20,"The film is long, ____ it is interesting.","The film is long, ____ it is interesting.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q038.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q038.mp3,
eng6-full-00799,english,6,question,eng6-b2-u07-grammar-television-q039,20,____ do you like cartoons? Because they are funny.,____ do you like cartoons? Because they are funny.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q039.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q039.mp3,
eng6-full-00800,english,6,question,eng6-b2-u07-grammar-television-q040,20,____ is the news on? At seven o'clock.,____ is the news on? At seven o'clock.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-grammar-television-q040.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-grammar-television-q040.mp3,
eng6-full-00801,english,6,question,eng6-b2-u07-skills-television-q001,21,Reading text: Nam likes watching cartoons because they are funny. His sister likes documentaries because they are educational. They only watch TV after finishing their homework. Statement: The text is about TV programmes and viewing habits.,Reading text: Nam likes watching cartoons because they are funny. His sister likes documentaries because they are educational. They only watch TV after finishing their homework. Statement: The text is about TV programmes and viewing habits.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q001.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q001.mp3,long-text
eng6-full-00802,english,6,question,eng6-b2-u07-skills-television-q002,21,Reading text: Nam likes watching cartoons because they are funny. His sister likes documentaries because they are educational. They only watch TV after finishing their homework. What is the main topic?,Reading text: Nam likes watching cartoons because they are funny. His sister likes documentaries because they are educational. They only watch TV after finishing their homework. What is the main topic?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q002.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q002.mp3,long-text
eng6-full-00803,english,6,question,eng6-b2-u07-skills-television-q003,21,Choose the best answer: What is your favourite programme?,Choose the best answer: What is your favourite programme?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q003.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q003.mp3,
eng6-full-00804,english,6,question,eng6-b2-u07-skills-television-q004,21,Reorder the words: cartoons / like / I,Reorder the words: cartoons / like / I,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q004.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q004.mp3,
eng6-full-00805,english,6,question,eng6-b2-u07-skills-television-q005,21,Choose the best answer: Why do you like it?,Choose the best answer: Why do you like it?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q005.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q005.mp3,
eng6-full-00806,english,6,question,eng6-b2-u07-skills-television-q006,21,Reorder the words: funny / is / it / Because,Reorder the words: funny / is / it / Because,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q006.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q006.mp3,
eng6-full-00807,english,6,question,eng6-b2-u07-skills-television-q007,21,Choose the best answer: When is the news on?,Choose the best answer: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q007.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q007.mp3,
eng6-full-00808,english,6,question,eng6-b2-u07-skills-television-q008,21,Reorder the words: o'clock / seven / at / on / is / It,Reorder the words: o'clock / seven / at / on / is / It,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q008.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q008.mp3,
eng6-full-00809,english,6,question,eng6-b2-u07-skills-television-q009,21,Write a sentence using the word/phrase 'cartoon'.,Write a sentence using the word/phrase 'cartoon'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q009.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q009.mp3,
eng6-full-00810,english,6,question,eng6-b2-u07-skills-television-q010,21,Write a sentence using the word/phrase 'news'.,Write a sentence using the word/phrase 'news'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q010.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q010.mp3,
eng6-full-00811,english,6,question,eng6-b2-u07-skills-television-q011,21,Write a sentence using the word/phrase 'game show'.,Write a sentence using the word/phrase 'game show'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q011.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q011.mp3,
eng6-full-00812,english,6,question,eng6-b2-u07-skills-television-q012,21,Write a sentence using the word/phrase 'viewer'.,Write a sentence using the word/phrase 'viewer'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q012.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q012.mp3,
eng6-full-00813,english,6,question,eng6-b2-u07-skills-television-q013,21,Write a sentence using the word/phrase 'channel'.,Write a sentence using the word/phrase 'channel'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q013.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q013.mp3,
eng6-full-00814,english,6,question,eng6-b2-u07-skills-television-q014,21,Write a sentence using the word/phrase 'programme'.,Write a sentence using the word/phrase 'programme'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q014.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q014.mp3,
eng6-full-00815,english,6,question,eng6-b2-u07-skills-television-q015,21,Write a sentence using the word/phrase 'documentary'.,Write a sentence using the word/phrase 'documentary'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q015.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q015.mp3,
eng6-full-00816,english,6,question,eng6-b2-u07-skills-television-q016,21,Write a sentence using the word/phrase 'remote control'.,Write a sentence using the word/phrase 'remote control'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q016.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q016.mp3,
eng6-full-00817,english,6,question,eng6-b2-u07-skills-television-q017,21,Write 4-5 sentences about TV programmes and viewing habits.,Write 4-5 sentences about TV programmes and viewing habits.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q017.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q017.mp3,
eng6-full-00818,english,6,question,eng6-b2-u07-skills-television-q018,21,Make a short dialogue with 2 questions and 2 answers about Television.,Make a short dialogue with 2 questions and 2 answers about Television.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q018.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q018.mp3,
eng6-full-00819,english,6,question,eng6-b2-u07-skills-television-q019,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q019.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q019.mp3,
eng6-full-00820,english,6,question,eng6-b2-u07-skills-television-q020,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q020.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q020.mp3,
eng6-full-00821,english,6,question,eng6-b2-u07-skills-television-q021,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q021.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q021.mp3,
eng6-full-00822,english,6,question,eng6-b2-u07-skills-television-q022,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q022.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q022.mp3,
eng6-full-00823,english,6,question,eng6-b2-u07-skills-television-q023,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q023.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q023.mp3,
eng6-full-00824,english,6,question,eng6-b2-u07-skills-television-q024,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q024.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q024.mp3,
eng6-full-00825,english,6,question,eng6-b2-u07-skills-television-q025,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q025.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q025.mp3,
eng6-full-00826,english,6,question,eng6-b2-u07-skills-television-q026,21,Which word belongs to Unit 7 - Television?,Which word belongs to Unit 7 - Television?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q026.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q026.mp3,
eng6-full-00827,english,6,question,eng6-b2-u07-skills-television-q027,21,Answer the question in a complete sentence: What is your favourite programme?,Answer the question in a complete sentence: What is your favourite programme?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q027.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q027.mp3,
eng6-full-00828,english,6,question,eng6-b2-u07-skills-television-q028,21,Answer the question in a complete sentence: What is your favourite programme?,Answer the question in a complete sentence: What is your favourite programme?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q028.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q028.mp3,
eng6-full-00829,english,6,question,eng6-b2-u07-skills-television-q029,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q029.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q029.mp3,
eng6-full-00830,english,6,question,eng6-b2-u07-skills-television-q030,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q030.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q030.mp3,
eng6-full-00831,english,6,question,eng6-b2-u07-skills-television-q031,21,Answer the question in a complete sentence: What is your favourite programme?,Answer the question in a complete sentence: What is your favourite programme?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q031.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q031.mp3,
eng6-full-00832,english,6,question,eng6-b2-u07-skills-television-q032,21,Answer the question in a complete sentence: What is your favourite programme?,Answer the question in a complete sentence: What is your favourite programme?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q032.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q032.mp3,
eng6-full-00833,english,6,question,eng6-b2-u07-skills-television-q033,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q033.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q033.mp3,
eng6-full-00834,english,6,question,eng6-b2-u07-skills-television-q034,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q034.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q034.mp3,
eng6-full-00835,english,6,question,eng6-b2-u07-skills-television-q035,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q035.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q035.mp3,
eng6-full-00836,english,6,question,eng6-b2-u07-skills-television-q036,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q036.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q036.mp3,
eng6-full-00837,english,6,question,eng6-b2-u07-skills-television-q037,21,Answer the question in a complete sentence: When is the news on?,Answer the question in a complete sentence: When is the news on?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u07-skills-television-q037.mp3,audio/tts/assets/en-v1/question-eng6-b2-u07-skills-television-q037.mp3,
